# key	zipf — built by export_dictionary.py, do not hand-edit
سهيل	3.91
سوء	4.88
سوءا	4.13
سوءوا	0.00
سوئل	1.05
سوئلتم	0.00
سوئلتن	0.00
سوئلن	0.00
سوئلنا	0.00
سوئلوا	0.00
سوئوا	0.00
سوئي	1.52
سواء	5.18
سوائب	0.00
سوائح	0.00
سوائد	0.00
سوائر	0.00
سوائغ	0.00
سوائق	0.00
سوائل	3.44
سوائم	0.00
سوابح	0.00
سوابع	0.00
سوابق	3.48
سوابل	0.00
سواتر	3.37
سواجد	0.00
سواجع	0.00
سواجي	0.00
سواجير	0.00
سواحر	0.00
سواحق	0.00
سواحل	3.76
سواحلية	1.39
سواخر	0.00
سواخط	0.00
سواخن	0.00
سواد	3.57
سوادر	0.00
سوادس	0.00
سواذج	0.00
سوار	3.74
سوارب	0.00
سوارح	0.00
سوارق	0.00
سواري	2.57
سواس	1.62
سواسية	3.08
سواطع	0.00
سواطير	1.16
سواع	1.71
سواعد	2.82
سواعف	0.00
سواعي	0.00
سوافح	0.00
سوافر	0.00
سوافل	0.00
سوافه	0.00
سواق	2.98
سواقة	2.72
سواقط	1.09
سواقي	2.33
سواقير	0.00
سواك	3.67
سواكب	0.00
سواكت	0.00
سواكر	0.00
سواكف	0.00
سواكن	2.82
سوالب	1.93
سوالف	3.33
سوالك	1.71
سوالم	0.00
سوام	1.53
سوامد	0.00
سوامر	0.00
سوامع	0.00
سوامق	0.00
سوامن	0.00
سوامي	2.30
سوان	3.31
سوانح	1.66
سواني	2.33
سواهر	0.00
سواهم	2.96
سواهي	1.01
سواى	0.00
سوايا	1.17
سوبيا	1.57
سوت	2.90
سوح	2.13
سود	3.98
سوداء	4.52
سودان	2.89
سوداني	3.88
سوداوات	1.56
سوداوي	2.22
سوداوية	2.53
سور	4.18
سوراني	1.13
سورة	4.75
سورر	0.00
سوررتم	0.00
سوررتن	0.00
سوررن	0.00
سوررنا	0.00
سورروا	0.00
سورق	0.00
سورقتم	0.00
سورقتن	0.00
سورقن	0.00
سورقنا	0.00
سورقوا	0.00
سورنجان	0.00
سوري	4.53
سوريا	5.45
سوريالي	1.90
سورية	4.96
سورينام	2.69
سوزان	4.28
سوس	3.66
سوسان	2.48
سوسة	3.71
سوسن	3.35
سوسنيات	0.00
سوسيات	0.00
سوط	3.14
سوعد	1.04
سوعدتم	0.00
سوعدتن	0.00
سوعدن	0.00
سوعدنا	0.00
سوعدوا	0.00
سوغ	2.40
سوف	5.49
سوفت	3.65
سوفي	2.30
سوفيات	1.29
سوفياتي	2.22
سوق	4.99
سوقم	0.00
سوقي	2.60
سوك	3.31
سوكنتم	0.00
سوكنتن	0.00
سوكنوا	0.00
سول	4.23
سولم	1.74
سولمتم	0.00
سولمتن	0.00
سولمن	0.00
سولمنا	0.00
سولموا	0.00
سولي	3.23
سوم	3.20
سومة	1.96
سومو	2.46
سوند	1.79
سوندتم	0.00
سوندتن	0.00
سوندن	0.00
سوندنا	0.00
سوندوا	0.00
سونكي	0.00
سوهاج	3.65
سوووا	0.00
سووي	1.61
سوويتم	0.00
سوويتن	0.00
سووين	0.00
سووينا	0.00
سوى	5.23
سوي	3.94
سوية	3.90
سويداء	2.39
سويدي	3.33
سويدية	3.38
سويسرا	4.40
سويسري	3.49
سويعة	1.47
سويق	1.51
سويقة	2.40
سيء	4.54
سيؤوا	0.00
سيئ	4.17
سيئا	4.02
سيئة	4.68
سيئت	1.61
سيئتا	0.00
سيئوا	1.07
سيئول	3.08
سياتل	3.96
سياج	3.59
سياح	3.24
سياحة	3.81
سياحي	3.83
سيادة	4.32
سيار	3.01
سيارات	4.88
سيارة	5.13
سياسة	4.98
سياسي	4.93
سياط	2.64
سياع	0.00
سياف	2.99
سياق	4.49
سياقة	2.80
سيال	2.47
سيب	3.42
سيبويه	3.02
سيج	2.69
سيجارة	3.55
سيح	2.41
سيخ	2.69
سيخي	1.93
سيخية	1.50
سيد	4.85
سيدا	3.48
سيدات	4.25
سيدة	4.66
سيدني	4.07
سير	4.54
سيراء	0.00
سيران	1.86
سيرة	4.30
سيرت	2.72
سيرك	3.50
سيروا	3.09
سيرورة	2.43
سيري	3.52
سيرين	3.56
سيريوم	1.09
سيزيوم	1.56
سيس	2.82
سيسبان	0.00
سيستان	2.27
سيسر	1.76
سيطر	4.06
سيطرة	4.58
سيع	1.56
سيغ	1.90
سيف	4.71
سيفيات	1.16
سيق	2.87
سيقان	3.17
سيقت	2.33
سيقوا	1.66
سيكاس	0.00
سيل	3.86
سيلان	3.06
سيلوا	0.00
سيلوفون	0.00
سيلي	3.39
سيليكون	2.93
سيلينة	0.00
سيماء	1.96
سيمة	1.09
سيمياء	1.69
سين	3.82
سيناء	4.59
سيناريو	4.25
سينثيا	3.03
سينما	4.28
سينمائي	3.96
سيوان	1.85
سيوح	1.14
سيوف	3.38
سيول	3.82
سيولة	3.09
شؤبوب	0.00
شؤم	3.19
شؤون	4.42
شئتم	3.31
شئتن	0.00
شئز	0.00
شئس	0.00
شئف	0.00
شئن	1.76
شئنا	3.20
شاء	4.75
شاءت	3.03
شاءم	0.00
شاءى	0.00
شاؤوا	2.31
شائب	1.88
شائط	0.00
شائع	4.14
شائعة	4.23
شائق	2.20
شائك	2.99
شائم	1.05
شائن	2.19
شائوا	1.58
شائي	0.00
شاب	4.95
شابانك	0.00
شابح	0.00
شابك	2.28
شابكة	1.39
شابل	2.60
شابه	3.98
شابيب	1.93
شاة	2.77
شاتم	1.98
شاتي	1.50
شاج	0.00
شاجب	0.00
شاجر	1.01
شاجرتم	0.00
شاجرتن	0.00
شاجرنا	0.00
شاجري	0.00
شاجع	1.65
شاجن	0.00
شاجي	1.49
شاح	1.62
شاحب	3.24
شاحذ	1.05
شاحط	0.00
شاحم	0.00
شاحن	3.53
شاحنة	4.16
شاخ	2.60
شاخب	0.00
شاخر	0.00
شاخص	2.00
شاد	3.10
شادن	2.58
شاده	1.81
شادوف	1.56
شادي	3.72
شاذ	3.43
شاذب	0.00
شاذنج	0.00
شار	3.01
شارب	3.96
شارة	3.82
شارح	2.72
شارحة	2.41
شارخ	1.40
شارد	3.11
شارس	0.00
شارط	1.54
شارع	4.99
شارف	3.26
شارق	1.69
شارك	5.12
شاركتم	1.92
شاركتن	0.00
شاركنا	3.67
شاركي	2.72
شاروف	1.41
شارون	3.91
شارى	1.69
شاري	3.06
شاز	0.00
شاس	2.83
شاسع	3.39
شاش	2.88
شاشة	4.51
شاشية	1.16
شاص	2.19
شاط	1.85
شاطئ	4.27
شاطب	0.00
شاطر	3.27
شاطف	0.00
شاظ	0.00
شاع	3.32
شاعب	0.00
شاعت	2.81
شاعر	4.43
شاعري	2.74
شاعف	0.00
شاعل	1.37
شاعوا	0.00
شاغب	1.23
شاغر	3.02
شاغف	0.00
شاغل	2.98
شاغلتم	0.00
شاغلتن	0.00
شاغلنا	1.47
شاغلي	2.57
شاف	3.54
شافة	1.70
شافر	2.10
شافع	2.72
شافعة	1.26
شافعي	2.70
شافه	2.18
شافي	3.56
شاق	3.54
شاقت	0.00
شاقوا	1.42
شاقوف	0.00
شاقول	1.39
شاقولي	1.44
شاقى	0.00
شاك	3.10
شاكر	4.02
شاكرة	2.96
شاكس	1.74
شاكل	2.05
شاكم	0.00
شاكوش	2.31
شاكى	1.78
شاكي	2.61
شال	3.20
شالخ	1.96
شاليه	3.03
شام	3.54
شامبو	3.32
شامبور	0.00
شامة	3.06
شامت	1.80
شامخ	2.90
شامر	1.65
شامس	1.79
شامل	4.36
شامونة	0.00
شامي	3.29
شان	4.42
شانع	0.00
شانغهاي	3.04
شانق	1.48
شاه	4.17
شاهب	0.00
شاهبلوط	0.00
شاهة	1.34
شاهترج	0.00
شاهد	4.91
شاهدانج	0.00
شاهدة	3.72
شاهدتم	3.15
شاهدتن	0.00
شاهدنا	3.62
شاهدي	3.00
شاهر	2.85
شاهرتم	0.00
شاهرتن	0.00
شاهرخ	1.36
شاهرنا	0.00
شاهري	0.00
شاهسفرم	0.00
شاهق	3.06
شاهل	0.00
شاهلوج	0.00
شاهم	0.00
شاهنشاه	1.79
شاهية	1.13
شاهين	4.30
شاور	3.06
شاورما	3.20
شاورمة	1.44
شاويش	2.52
شاي	4.30
شايء	0.00
شايع	2.76
شبا	2.21
شبائك	0.00
شباب	5.02
شبابة	2.17
شبابيط	0.00
شبابيك	3.24
شباط	4.56
شباع	1.56
شباعى	0.00
شباك	4.14
شبام	3.11
شبان	3.76
شباه	0.00
شبب	1.86
شبة	3.31
شبث	1.95
شبح	4.08
شبر	3.51
شبرق	1.24
شبرم	0.00
شبرية	0.00
شبشب	2.55
شبط	1.48
شبطباط	0.00
شبع	2.88
شبعان	2.66
شبعى	1.01
شبق	2.57
شبقي	1.60
شبك	3.13
شبكة	5.13
شبكية	3.26
شبل	3.27
شبم	0.00
شبن	0.00
شبه	4.84
شبهة	3.26
شبهى	1.36
شبوة	3.47
شبور	1.44
شبوط	1.61
شبوطة	0.00
شبيبة	3.27
شبيكة	1.98
شبين	3.09
شبينة	0.00
شبيه	4.08
شتا	2.82
شتاء	3.95
شتائم	2.72
شتات	3.77
شتان	2.79
شتت	2.87
شتر	2.20
شتع	0.00
شتغ	0.00
شتل	1.55
شتلة	2.45
شتم	3.37
شتن	0.00
شتنبر	2.87
شتوة	1.13
شتوي	3.01
شتى	4.22
شتيت	1.50
شتيمة	2.68
شتينواي	0.00
شثر	0.00
شثل	0.00
شثن	1.73
شجا	1.58
شجائع	0.00
شجاب	1.11
شجاة	0.00
شجار	3.66
شجاع	3.84
شجاعة	4.23
شجان	0.00
شجب	2.99
شجة	1.42
شجر	3.87
شجرة	4.63
شجري	2.20
شجع	3.65
شجعاء	0.00
شجعان	3.25
شجعى	1.19
شجعيات	0.00
شجن	2.50
شجنة	1.35
شجو	1.38
شجوب	0.00
شجون	2.91
شجوي	0.00
شجي	2.39
شجير	0.00
شجيرة	2.84
شجيع	1.87
شجيعة	0.00
شحا	1.88
شحائح	0.00
شحاح	1.10
شحاذ	2.50
شحاذة	1.97
شحارير	0.00
شحاطة	1.42
شحام	0.00
شحان	0.00
شحب	2.03
شحتفة	0.00
شحج	0.00
شحذ	2.79
شحر	1.58
شحرور	2.70
شحرويات	0.00
شحط	1.46
شحطة	1.42
شحف	0.00
شحك	0.00
شحل	0.00
شحم	3.02
شحمة	2.83
شحن	4.26
شحناء	1.88
شحنة	4.01
شحوب	2.65
شحور	1.32
شحوم	2.68
شحومات	0.00
شحى	0.00
شحيح	2.76
شحيرة	0.00
شخاص	1.72
شخب	1.17
شخبط	1.76
شخبطة	1.98
شخت	2.02
شخر	1.69
شخز	0.00
شخس	1.07
شخشخ	0.00
شخشيخة	1.62
شخص	5.78
شخصا	5.05
شخصة	1.85
شخصتم	0.00
شخصتن	0.00
شخصن	1.48
شخصنا	1.91
شخصنة	2.24
شخصوا	2.15
شخصي	4.45
شخصيا	4.68
شخصية	5.14
شخل	1.04
شخم	0.00
شخوص	2.40
شخير	2.50
شدا	2.76
شدائد	2.04
شداة	0.00
شداد	3.58
شدايقة	0.00
شدة	4.42
شدح	0.00
شدخ	1.50
شدد	3.66
شدف	0.00
شدق	1.38
شدقم	1.75
شدما	0.00
شدن	1.56
شده	3.11
شدو	2.57
شدود	1.65
شدوق	0.00
شدى	2.11
شدياق	2.15
شديد	4.91
شديدة	4.69
شذا	2.66
شذاذ	2.16
شذب	1.82
شذذ	0.00
شذر	1.82
شذرة	1.74
شذو	0.00
شذوذ	3.45
شذور	1.88
شراء	4.83
شرائح	4.15
شرائد	0.00
شرائط	3.63
شرائع	3.00
شرائف	0.00
شرائك	2.84
شراب	3.95
شرابة	1.99
شراة	1.37
شراح	2.49
شراد	1.81
شراذم	2.06
شرار	2.96
شرارة	3.74
شراسف	0.00
شراشر	0.00
شراع	3.04
شراعة	1.61
شراعي	2.75
شراف	1.77
شراك	2.71
شراكسة	1.70
شرانق	1.82
شراهة	2.12
شرايين	3.53
شرب	4.44
شربات	2.80
شربة	3.16
شربوش	0.00
شرت	2.31
شرث	0.00
شرج	2.77
شرجي	2.71
شرح	4.79
شرحة	2.08
شرحي	2.37
شرخ	2.94
شرخة	0.00
شرد	2.79
شردة	1.26
شرذمة	2.69
شرر	2.31
شررة	1.04
شرز	0.00
شرس	3.51
شرساء	0.00
شرساوات	0.00
شرسوف	0.00
شرش	2.00
شرشر	1.99
شرشرة	1.18
شرشف	2.23
شرشور	1.38
شرشير	1.04
شرشيري	0.00
شرط	4.41
شرطة	5.00
شرطي	4.10
شرطية	3.40
شرع	3.97
شرعا	3.37
شرعة	2.74
شرعن	1.88
شرعي	4.23
شرعية	4.52
شرغ	0.00
شرغوف	1.52
شرف	4.66
شرفاء	3.41
شرفة	3.73
شرفتم	1.46
شرفتن	0.00
شرفن	0.00
شرفنا	2.93
شرفوا	2.20
شرفى	1.98
شرفي	3.33
شرفية	3.07
شرق	5.06
شرقراق	0.00
شرقرق	0.00
شرقي	4.25
شرك	3.62
شركاء	4.23
شركة	5.58
شركس	2.87
شركسي	1.90
شرم	3.89
شرموطة	2.92
شرن	1.04
شرنق	0.00
شرنقة	2.67
شره	3.36
شرو	2.14
شروان	2.17
شرواني	0.00
شروب	1.64
شروح	2.92
شروخ	2.48
شرود	2.65
شرور	3.17
شروط	4.61
شروع	2.51
شروق	3.97
شروى	1.95
شرى	2.70
شري	3.07
شريان	3.65
شريح	2.77
شريحة	4.23
شريد	2.33
شرير	3.59
شريش	1.92
شريط	4.53
شريطة	3.60
شريعة	3.63
شريف	4.53
شريفة	3.51
شريق	1.77
شريك	4.83
شريكات	2.05
شزا	0.00
شزب	0.00
شزر	0.00
شزراء	0.00
شزن	0.00
شسب	0.00
شسع	1.88
شسف	0.00
ششبرك	0.00
ششقاقل	0.00
شصا	0.00
شصب	0.00
شصر	0.00
شصي	1.04
شطا	0.00
شطائب	0.00
شطائر	2.64
شطار	1.83
شطافة	0.00
شطان	1.26
شطب	3.16
شطة	2.53
شطت	1.50
شطح	2.37
شطر	3.45
شطرة	1.48
شطرنج	3.44
شطس	0.00
شطط	1.83
شططتم	0.00
شططتن	0.00
شططن	0.00
شططنا	0.00
شطع	0.00
شطف	2.47
شطفة	0.00
شطم	0.00
شطن	1.34
شطوب	0.00
شطوبر	0.00
شطور	2.03
شطوط	1.54
شطوف	0.00
شطي	1.78
شطيبة	0.00
شطيرة	2.87
شظايا	3.38
شظف	2.05
شظى	0.00
شظي	0.00
شظية	3.16
شعا	1.38
شعائر	3.57
شعاب	2.69
شعابين	0.00
شعار	4.74
شعارير	0.00
شعاع	3.74
شعاف	1.23
شعب	4.87
شعبان	4.15
شعبة	4.22
شعبوي	2.09
شعبوية	2.48
شعبي	4.24
شعبية	4.71
شعتم	0.00
شعتن	0.00
شعث	2.71
شعثاء	1.73
شعثاوات	0.00
شعر	4.96
شعراء	4.02
شعراني	1.68
شعرة	3.50
شعرور	0.00
شعرى	2.46
شعري	4.19
شعرية	3.91
شعشاع	1.15
شعشع	1.68
شعف	2.25
شعفة	1.14
شعل	2.37
شعلة	3.67
شعلوب	0.00
شعن	0.00
شعنا	0.00
شعواء	2.50
شعواءات	0.00
شعواوات	0.00
شعوب	4.28
شعوذ	0.00
شعوذة	2.41
شعور	4.81
شعوري	4.09
شعي	1.23
شعيب	3.82
شعير	3.16
شعيرة	3.15
شعيرية	2.35
شعيلة	1.05
شغا	1.29
شغاب	0.00
شغار	0.00
شغاف	2.66
شغال	3.57
شغب	3.88
شغبة	0.00
شغر	2.29
شغز	0.00
شغف	3.66
شغل	4.57
شغلة	3.24
شغلي	3.22
شغي	0.00
شفا	3.37
شفاء	4.04
شفاة	2.52
شفار	1.57
شفاط	2.10
شفاطة	1.72
شفاع	0.00
شفاعة	3.16
شفاف	3.53
شفافة	3.67
شفافية	3.54
شفاه	3.61
شفاها	2.52
شفاهي	2.93
شفايف	2.59
شفة	3.32
شفر	2.42
شفرة	3.84
شفز	0.00
شفط	3.33
شفع	2.48
شفعاء	2.35
شفعة	1.49
شفعية	1.09
شفف	0.00
شفق	2.98
شفقة	3.38
شفقتم	0.00
شفقتن	0.00
شفقن	0.00
شفقنا	1.58
شفقوا	0.00
شفلح	0.00
شفن	0.00
شفنين	0.00
شفه	2.23
شفهي	3.19
شفوف	0.00
شفوق	1.72
شفوي	2.76
شفويات	0.00
شفى	2.83
شفي	3.25
شفير	2.91
شفيع	3.24
شفيق	4.00
شقا	2.96
شقاء	3.28
شقاشق	0.00
شقاق	2.77
شقالبة	0.00
شقاوة	2.96
شقة	4.42
شقح	1.20
شقذ	0.00
شقر	2.53
شقراء	3.98
شقراق	0.00
شقراوات	2.56
شقرة	2.65
شقشق	1.45
شقشقة	1.48
شقع	0.00
شقف	1.99
شقفة	2.27
شقق	4.06
شققة	0.00
شقل	1.57
شقلبان	0.00
شقن	0.00
شقوبية	0.00
شقوة	1.35
شقوق	3.15
شقي	3.33
شقيا	2.97
شقيف	1.39
شقيق	4.25
شقيقة	3.95
شكئ	0.00
شكا	3.11
شكائم	0.00
شكاة	1.06
شكارة	1.79
شكاك	2.31
شكال	1.60
شكاوى	3.80
شكاية	2.07
شكة	2.04
شكت	2.84
شكد	2.14
شكر	4.39
شكرا	5.26
شكري	4.14
شكرية	1.61
شكز	0.00
شكس	1.68
شكشوكة	2.13
شكع	1.08
شكك	3.50
شكل	5.18
شكلا	4.07
شكلة	2.80
شكلي	3.54
شكم	1.99
شكو	2.36
شكوة	1.74
شكوتم	0.00
شكوتن	0.00
شكور	2.86
شكوس	0.00
شكوك	3.83
شكوكي	2.17
شكولاطة	1.28
شكون	2.83
شكونا	1.90
شكوهج	0.00
شكوى	4.21
شكي	2.61
شكيتم	0.00
شكيتن	0.00
شكيمة	1.58
شكين	0.00
شكينا	1.43
شلا	1.83
شلاء	1.22
شلاق	0.00
شلال	3.48
شلاوات	0.00
شلاويب	0.00
شلبة	0.00
شلة	3.14
شلجم	0.00
شلح	2.23
شلخ	1.53
شلشل	0.00
شلغ	0.00
شلفة	0.00
شلق	2.03
شلكاية	0.00
شلل	3.95
شلنبر	0.00
شلنج	0.00
شلو	1.55
شلواب	0.00
شلوب	1.18
شلوبة	0.00
شلوق	0.00
شلى	0.00
شليف	1.01
شليل	1.86
شماء	1.63
شمائل	2.31
شمات	1.56
شماتة	2.72
شماخ	1.99
شمار	1.72
شماس	3.23
شماسية	0.00
شماع	1.73
شماعة	3.14
شماعد	0.00
شمال	5.21
شمالي	4.37
شمام	3.05
شمامة	1.73
شماوات	0.00
شمبانزي	2.25
شمبانيا	2.49
شمت	2.58
شمتة	0.00
شمج	1.23
شمخ	1.97
شمخة	1.06
شمذ	0.00
شمر	3.76
شمروخ	2.00
شمز	0.00
شمس	4.63
شمسي	3.44
شمسية	3.82
شمشاد	0.00
شمشم	1.27
شمص	2.10
شمط	1.33
شمظ	0.00
شمع	3.45
شمعة	3.86
شمعدان	2.41
شمعل	0.00
شمعون	3.72
شمعي	2.27
شمق	0.00
شمقمق	0.00
شمل	4.19
شملة	1.86
شمم	1.83
شمندر	2.16
شمندورة	1.22
شموخ	3.04
شموس	2.79
شموع	3.60
شمول	2.69
شموم	0.00
شميلة	1.71
شنئ	0.00
شنا	0.00
شنائع	1.37
شنار	1.90
شناعة	2.42
شناق	1.21
شنان	2.40
شنب	3.32
شنبر	1.45
شنث	0.00
شنج	1.87
شنجار	0.00
شنداب	0.00
شندقورة	0.00
شنص	0.00
شنع	1.43
شنعاء	2.22
شنعاوات	0.00
شنعى	0.00
شنف	1.60
شنق	3.47
شنك	1.82
شنكل	1.72
شنم	0.00
شنيع	3.02
شها	1.79
شهاب	3.93
شهاد	1.94
شهادة	4.85
شهار	2.48
شهاق	0.00
شهام	0.00
شهامة	2.79
شهاوى	0.00
شهب	2.78
شهباء	1.89
شهباوات	0.00
شهبة	2.09
شهد	4.66
شهداء	4.44
شهدة	1.95
شهر	5.43
شهرئذ	0.00
شهرة	4.34
شهرذاك	0.00
شهرزاد	3.36
شهرى	2.33
شهري	4.23
شهرية	3.83
شهق	1.96
شهقة	2.47
شهل	1.98
شهلاء	1.50
شهلائي	0.00
شهلاوات	0.00
شهلة	1.31
شهم	2.93
شهو	1.53
شهوات	2.93
شهوان	2.31
شهواني	2.61
شهوانية	2.89
شهوب	0.00
شهوة	3.55
شهود	4.25
شهور	4.66
شهوم	0.00
شهوى	0.00
شهى	2.23
شهي	3.19
شهية	3.77
شهيد	4.39
شهير	3.85
شهيق	2.76
شوا	2.60
شواء	3.00
شوائب	3.13
شوائط	0.00
شوائق	0.00
شوائك	0.00
شوائم	0.00
شوائن	0.00
شوابك	0.00
شواة	0.00
شواتي	0.00
شواجن	0.00
شواجي	0.00
شواحب	0.00
شواحم	0.00
شواحن	2.54
شواخص	1.01
شوادن	0.00
شوادي	0.00
شواذ	3.43
شوار	1.81
شوارب	2.90
شوارح	0.00
شوارخ	0.00
شوارد	2.20
شوارع	4.47
شوارف	0.00
شوارق	1.12
شوارك	0.00
شواري	0.00
شواريف	0.00
شواسع	0.00
شواطئ	3.85
شواطر	0.00
شواظ	1.80
شواعر	1.40
شواغب	0.00
شواغر	2.54
شواغل	2.14
شواف	1.46
شوافع	1.42
شوافي	0.00
شواق	1.57
شواقيف	0.00
شواقيل	0.00
شواكل	0.00
شواكي	0.00
شوال	3.90
شوالة	0.00
شوامت	0.00
شوامخ	1.83
شوامس	0.00
شوامل	0.00
شوانع	0.00
شواهد	3.38
شواهر	0.00
شواهق	1.39
شواهين	1.56
شوب	3.45
شوبك	1.72
شوة	0.00
شوجر	2.31
شوجرتم	0.00
شوجرتن	0.00
شوجرن	0.00
شوجرنا	0.00
شوجروا	0.00
شوح	1.42
شور	3.41
شورت	3.27
شورك	1.99
شوركتم	0.00
شوركتن	0.00
شوركن	0.00
شوركنا	0.00
شوركوا	0.00
شورى	3.64
شورية	1.77
شوس	1.55
شوساء	0.00
شوساوات	0.00
شوش	2.72
شوص	0.00
شوط	3.54
شوع	1.13
شوغل	0.00
شوغلتم	0.00
شوغلتن	0.00
شوغلن	0.00
شوغلنا	0.00
شوغلوا	0.00
شوفان	2.70
شوق	3.62
شوقي	4.20
شوقية	1.66
شوك	3.48
شوكة	3.71
شوكران	1.57
شوكي	2.73
شولة	1.30
شونة	1.75
شونيز	1.18
شوه	2.99
شوهاء	1.28
شوهاوات	0.00
شوهة	1.46
شوهد	3.72
شوهدتم	0.00
شوهدتن	0.00
شوهدن	0.00
شوهدنا	0.00
شوهدوا	2.20
شوهر	1.06
شوهرتم	0.00
شوهرتن	0.00
شوهرن	0.00
شوهرنا	0.00
شوهروا	0.00
شوهى	0.00
شوى	2.58
شوي	4.08
شوية	4.17
شيء	6.03
شيؤوا	0.00
شيئت	1.29
شيئوا	0.00
شيا	2.30
شيار	1.75
شياط	1.54
شياطين	3.70
شياف	0.00
شيال	2.13
شيالة	1.43
شياه	1.57
شياهين	1.13
شيب	3.56
شيباء	1.04
شيباوات	0.00
شيبة	3.30
شية	2.05
شيت	3.34
شيتة	1.36
شيح	2.33
شيخ	4.79
شيخة	3.37
شيخوخة	2.99
شيد	3.36
شير	3.60
شيراز	3.58
شيربام	0.00
شيرة	2.01
شيرج	1.04
شيردال	0.00
شيزى	0.00
شيش	2.76
شيشة	2.32
شيص	0.00
شيط	1.43
شيطان	4.17
شيطاني	3.38
شيطانية	3.27
شيطرج	0.00
شيطن	0.00
شيطنة	2.41
شيطي	0.00
شيع	2.66
شيعة	4.18
شيعوا	1.64
شيعي	4.05
شيفا	3.43
شيفرة	3.22
شيق	3.20
شيقت	0.00
شيقل	2.16
شيقوا	0.00
شيك	3.87
شيكاغو	4.32
شيلثا	0.00
شيلم	1.17
شيم	3.39
شيماء	3.64
شيمة	2.65
شين	4.44
شيهم	1.65
شيوخ	4.16
شيوعي	3.23
شيوعية	3.05
صؤاب	0.00
صؤابة	0.00
صؤل	0.00
صؤول	0.00
صئب	0.00
صئك	0.00
صئم	0.00
صاء	0.00
صاءك	0.00
صائب	3.47
صائت	1.29
صائح	1.54
صائد	3.21
صائر	2.24
صائغ	2.52
صائفة	1.95
صائم	3.44
صاب	2.62
صابئ	0.00
صابئة	1.62
صابئي	1.34
صابح	1.75
صابحتم	0.00
صابحتن	0.00
صابحنا	0.00
صابحي	0.00
صابر	4.04
صابرتم	0.00
صابرتن	0.00
صابرنا	0.00
صابري	2.08
صابع	1.64
صابغ	1.10
صابورة	0.00
صابوغة	0.00
صابون	3.54
صابونة	2.59
صابي	1.27
صابية	0.00
صات	1.18
صاج	2.63
صاح	3.64
صاحب	5.16
صاحبة	4.37
صاحت	3.02
صاحن	0.00
صاحوا	2.27
صاحي	3.21
صاخ	0.00
صاخب	3.20
صاخة	0.00
صاخر	0.00
صاخرة	0.00
صاد	2.70
صادت	1.56
صادح	1.55
صادر	4.10
صادرات	3.68
صادرتم	0.00
صادرتن	0.00
صادرنا	1.17
صادري	0.00
صادع	1.30
صادغ	0.00
صادف	3.50
صادق	4.44
صادم	3.41
صادوا	0.00
صادى	0.00
صادي	1.72
صار	4.70
صارت	4.37
صارح	2.23
صارخ	3.47
صارع	2.62
صارعتم	0.00
صارعتن	0.00
صارعنا	0.00
صارعي	0.00
صارف	2.23
صارم	3.70
صاروا	3.61
صاروج	1.19
صاروخ	4.37
صاري	2.44
صاص	1.09
صاصا	0.00
صاع	2.40
صاعب	0.00
صاعد	3.45
صاعق	2.97
صاعقة	3.38
صاغ	3.11
صاغة	1.83
صاغر	2.00
صاغي	0.00
صاف	3.18
صافات	1.96
صافح	3.18
صافحتا	0.00
صافحتم	0.00
صافحتما	0.00
صافحتن	0.00
صافحنا	1.23
صافحي	1.31
صافد	0.00
صافع	0.00
صافق	0.00
صافقة	0.00
صافن	1.45
صافى	2.70
صافي	4.17
صاق	0.00
صاقر	0.00
صاقع	0.00
صاقل	1.22
صاقور	0.00
صاك	1.30
صاكة	0.00
صال	2.57
صالب	0.00
صالة	4.18
صالت	1.64
صالح	5.21
صالحات	2.43
صالون	3.85
صام	3.49
صامت	3.76
صامد	3.03
صامغ	0.00
صاموا	2.26
صان	2.88
صانت	1.83
صانج	0.00
صانع	4.20
صانوا	1.66
صانونة	0.00
صاهد	0.00
صاهر	1.59
صاهل	0.00
صاول	0.00
صاوي	1.61
صاى	0.00
صايح	1.32
صايف	0.00
صبؤ	0.00
صبا	3.28
صبابة	2.28
صباة	0.00
صباح	5.35
صباحا	4.87
صباحة	1.67
صباحي	3.42
صبار	3.09
صبارة	1.91
صباريات	0.00
صباغ	3.03
صباغة	2.60
صبان	1.80
صبانة	0.00
صبايا	3.09
صبب	2.08
صبة	2.34
صبث	0.00
صبح	3.66
صبحان	2.19
صبحة	2.04
صبحي	3.72
صبحية	2.05
صبر	3.91
صبرة	2.62
صبري	4.30
صبرية	1.49
صبصاب	0.00
صبصب	0.00
صبع	1.59
صبغ	3.22
صبغة	3.78
صبن	0.00
صبوات	0.00
صبوة	1.55
صبوح	2.03
صبور	3.30
صبى	2.51
صبي	3.99
صبيان	3.20
صبياني	2.27
صبيب	1.85
صبيبة	0.00
صبية	3.34
صبيح	3.01
صبيحة	3.70
صبيحتئذ	0.00
صبير	1.74
صبيغ	1.15
صتا	0.00
صتع	1.09
صتم	0.00
صته	0.00
صتيت	0.00
صحا	2.42
صحائف	2.83
صحاب	2.66
صحابة	3.23
صحابي	3.74
صحاة	0.00
صحاح	2.34
صحار	3.34
صحارى	2.86
صحاري	2.87
صحاف	1.67
صحافة	4.05
صحافي	3.81
صحب	2.90
صحبة	3.88
صحة	4.80
صحتم	0.00
صحتن	0.00
صحح	3.19
صححي	1.63
صحر	1.09
صحراء	4.21
صحراوات	1.08
صحراوي	3.51
صحرة	1.16
صحصح	1.82
صحصحة	0.00
